FILE_ID,CATEGORY_ID
66953d24-1c3d-11e8-aaec-00163e025669,1
6d293d4a-1c6d-11e8-aaec-00163e025669,5
f9c4d944-1c88-11e8-aaf5-00163e025669,18
e5502847-1c50-11e8-aaec-00163e025669,6
65d1be0b-1c7c-11e8-aaf0-00163e025669,3
c6a2de5f-1c7b-11e8-aaf0-00163e025669,8
e0d6c048-1c89-11e8-aaf6-00163e025669,18
83590102-1c7b-11e8-aaf0-00163e025669,8
15e1c646-1c6e-11e8-aaec-00163e025669,10
de8ac769-1b89-11e8-aaec-00163e025669,11
a54b9968-1c52-11e8-aaec-00163e025669,6
e6100b47-1c89-11e8-aaf6-00163e025669,18
44b60147-1c53-11e8-aaec-00163e025669,6
6f96a335-1c71-11e8-aaf0-00163e025669,12
d6b6f91a-1c85-11e8-aaf5-00163e025669,0
541e4432-1c6d-11e8-aaec-00163e025669,14
6d7e95a1-1c78-11e8-aaf0-00163e025669,4
03dda90b-1c6a-11e8-aaec-00163e025669,15
a6d1d8d4-1c47-11e8-aaec-00163e025669,2
dc3cc4a5-1c6d-11e8-aaec-00163e025669,5
cd4e543a-1c81-11e8-aaf1-00163e025669,9
69b2518a-1c6d-11e8-aaec-00163e025669,10
afbd7560-1c6d-11e8-aaec-00163e025669,14
a9662a67-1c77-11e8-aaf0-00163e025669,4
7d45ca94-4266-11e8-aaf9-00163e025669,19
1e15644f-1c70-11e8-aaf0-00163e025669,14
68519b26-1c79-11e8-aaf0-00163e025669,4
7424fe63-1c6e-11e8-aaee-00163e025669,10
a9209d00-1c8a-11e8-aaf8-00163e025669,18
39d462fa-1c84-11e8-aaf4-00163e025669,9
3c4e5a4f-1659-11e8-aaec-00163e025669,7
9bb93bed-1c79-11e8-aaf0-00163e025669,4
c0c549f2-1c46-11e8-aaec-00163e025669,2
373748b6-1c64-11e8-aaec-00163e025669,17
1f697681-1c84-11e8-aaf4-00163e025669,9
06577cab-1c70-11e8-aaef-00163e025669,5
d3d541f6-1c77-11e8-aaf0-00163e025669,4
67a2ce51-1c67-11e8-aaec-00163e025669,15
d56072e7-1c6f-11e8-aaef-00163e025669,12
9d089bfc-1c70-11e8-aaf0-00163e025669,5
0213d56f-1c82-11e8-aaf2-00163e025669,9
2ac85c4a-1c7e-11e8-aaf1-00163e025669,8
6a31de06-1c3d-11e8-aaec-00163e025669,1
7ef0f6df-1c82-11e8-aaf2-00163e025669,9
38c80146-1c6d-11e8-aaec-00163e025669,10
6f683e4d-1c6f-11e8-aaef-00163e025669,5
dc030b80-1c81-11e8-aaf1-00163e025669,9
a2ed01ca-1c48-11e8-aaec-00163e025669,2
aae14752-1c3f-11e8-aaec-00163e025669,1
47ea65d8-1c48-11e8-aaec-00163e025669,2
f3230c93-1c7b-11e8-aaf0-00163e025669,8
5a467f1e-1c89-11e8-aaf6-00163e025669,18
671723ea-1c59-11e8-aaec-00163e025669,13
1ec7511f-1c77-11e8-aaf0-00163e025669,4
cf6e9dee-1c6d-11e8-aaec-00163e025669,14
f5039881-1c51-11e8-aaec-00163e025669,6
20265b2a-1c79-11e8-aaf0-00163e025669,4
14ae3ab8-1c6c-11e8-aaec-00163e025669,10
ccd5701f-1c46-11e8-aaec-00163e025669,2
bdba454e-1c89-11e8-aaf6-00163e025669,18
9fff0410-4266-11e8-aaf9-00163e025669,19
a80f4def-1657-11e8-aaec-00163e025669,7
708b6c42-1c68-11e8-aaec-00163e025669,15
cbc84344-1c6f-11e8-aaef-00163e025669,5
25f5af06-1c3f-11e8-aaec-00163e025669,1
36cbebbd-1c7c-11e8-aaf0-00163e025669,8
057d9cd8-1c77-11e8-aaf0-00163e025669,4
ee3fdbcc-1c5a-11e8-aaec-00163e025669,13
42b1f192-1c47-11e8-aaec-00163e025669,2
961738d0-1c68-11e8-aaec-00163e025669,15
75d20904-1c7c-11e8-aaf0-00163e025669,8
78f4cfbd-1c89-11e8-aaf6-00163e025669,18
6cf9a1a0-1c7e-11e8-aaf1-00163e025669,3
5cf280b5-1c84-11e8-aaf4-00163e025669,0
da448a42-1657-11e8-aaec-00163e025669,7
a8e51557-1c69-11e8-aaec-00163e025669,15
c2ee9b41-1c71-11e8-aaf0-00163e025669,12
3f6fc676-165a-11e8-aaec-00163e025669,7
0a2f430e-1c6a-11e8-aaec-00163e025669,15
742bee66-1c70-11e8-aaf0-00163e025669,12
a52e0cd2-1c5b-11e8-aaec-00163e025669,13
83339872-1c49-11e8-aaec-00163e025669,2
063b8e3a-1c40-11e8-aaec-00163e025669,1
85eef837-1c47-11e8-aaec-00163e025669,2
8356a4bb-1c66-11e8-aaec-00163e025669,17
d3d3fd7c-1c66-11e8-aaec-00163e025669,17
fc9f234e-1c6b-11e8-aaec-00163e025669,10
f6ae8bf2-1c50-11e8-aaec-00163e025669,6
f56a757f-1c78-11e8-aaf0-00163e025669,4
bedb0870-1c89-11e8-aaf6-00163e025669,18
e49c8dbc-1b89-11e8-aaec-00163e025669,11
7b4eb67f-1c6e-11e8-aaee-00163e025669,5
39e7d86e-1c7d-11e8-aaf0-00163e025669,8
d2054154-1c7d-11e8-aaf1-00163e025669,8
8436c438-1c6f-11e8-aaef-00163e025669,5
a21e7a43-1c5b-11e8-aaec-00163e025669,13
4d5343c0-4265-11e8-aaf9-00163e025669,19
ad1950a0-1c85-11e8-aaf5-00163e025669,0
a3631f76-16ab-11e8-aaec-00163e025669,16
16040d6c-165a-11e8-aaec-00163e025669,7
25655936-1c8c-11e8-aaf9-00163e025669,18
65d1be0a-1c7c-11e8-aaf0-00163e025669,3
734840ba-1c77-11e8-aaf0-00163e025669,4
1f705538-1c6e-11e8-aaec-00163e025669,5
d9f989c3-1c7c-11e8-aaf0-00163e025669,3
c19d29bc-1c84-11e8-aaf4-00163e025669,0
ef376a3e-1c6d-11e8-aaec-00163e025669,5
213bf3b9-1c6e-11e8-aaec-00163e025669,12
f1c238dd-16a9-11e8-aaec-00163e025669,16
8ec99b4c-1c78-11e8-aaf0-00163e025669,4
e49b409b-1c80-11e8-aaf1-00163e025669,9
518f1a70-1c70-11e8-aaf0-00163e025669,5
7d1849f5-1c3f-11e8-aaec-00163e025669,1
52d0fd02-1c77-11e8-aaf0-00163e025669,4
5f8177ad-1c6d-11e8-aaec-00163e025669,10
1acb5708-1c82-11e8-aaf2-00163e025669,9
a95108c2-1c6d-11e8-aaec-00163e025669,5
d4d82ed4-1c67-11e8-aaec-00163e025669,15
4938322d-1c6f-11e8-aaef-00163e025669,12
8381cd8e-4265-11e8-aaf9-00163e025669,19
335d5998-1c6d-11e8-aaec-00163e025669,10
a1e646e9-1c51-11e8-aaec-00163e025669,6
c7b6a4f6-1c69-11e8-aaec-00163e025669,15
aed7d2a7-1c6d-11e8-aaec-00163e025669,10
e209b105-1c85-11e8-aaf5-00163e025669,0
0219654c-1c6e-11e8-aaec-00163e025669,12
c1033664-1657-11e8-aaec-00163e025669,7
8e53f334-1c7c-11e8-aaf0-00163e025669,8
2b03504b-1c6d-11e8-aaec-00163e025669,10
3f8431f2-1c8a-11e8-aaf7-00163e025669,18
573c9e3a-1c83-11e8-aaf2-00163e025669,0
5b833151-1c53-11e8-aaec-00163e025669,6
69e572c1-4265-11e8-aaf9-00163e025669,19
73db36b6-1c7c-11e8-aaf0-00163e025669,3
56b03562-1c79-11e8-aaf0-00163e025669,4
d49e6775-1c78-11e8-aaf0-00163e025669,4
9240c01e-1c6d-11e8-aaec-00163e025669,14
95434b13-1c82-11e8-aaf2-00163e025669,9
cdc5e14b-1c67-11e8-aaec-00163e025669,15
a08ab990-1c70-11e8-aaf0-00163e025669,5
ba9fb6ef-1c6d-11e8-aaec-00163e025669,10
8df73366-1c3f-11e8-aaec-00163e025669,1
045ed197-1c52-11e8-aaec-00163e025669,6
65772add-1c3e-11e8-aaec-00163e025669,1
9b550e0d-1c6c-11e8-aaec-00163e025669,10
00a6e0a7-1c67-11e8-aaec-00163e025669,17
45a7f516-1c51-11e8-aaec-00163e025669,6
e67183e4-4265-11e8-aaf9-00163e025669,19
fba2acfc-1c6d-11e8-aaec-00163e025669,10
df28e8f6-16a9-11e8-aaec-00163e025669,16
b570a58c-1c83-11e8-aaf3-00163e025669,9
c891c5a0-1c7c-11e8-aaf0-00163e025669,3
a61a9d0c-1c64-11e8-aaec-00163e025669,17
99fc14ea-1c64-11e8-aaec-00163e025669,17
b6e9f000-1c6d-11e8-aaec-00163e025669,10
36a63780-1c7e-11e8-aaf1-00163e025669,3
d7b1e608-1c65-11e8-aaec-00163e025669,17
7d1c3e13-1c5b-11e8-aaec-00163e025669,13
d34c6899-1c6f-11e8-aaef-00163e025669,14
ac53fef0-1c89-11e8-aaf6-00163e025669,18
9890b490-1c6d-11e8-aaec-00163e025669,5
10311b1c-1c77-11e8-aaf0-00163e025669,4
8218be13-1c70-11e8-aaf0-00163e025669,14
357170df-1c7c-11e8-aaf0-00163e025669,8
e03472b8-4266-11e8-aaf9-00163e025669,19
a04404bf-1c66-11e8-aaec-00163e025669,17
1ce6ebe5-1c6c-11e8-aaec-00163e025669,10
356410b2-1c3e-11e8-aaec-00163e025669,1
3cd235be-1c7b-11e8-aaf0-00163e025669,8
6d34645b-1c7b-11e8-aaf0-00163e025669,8
67c9e835-1c83-11e8-aaf2-00163e025669,0
959529dc-1c64-11e8-aaec-00163e025669,17
fce59cb9-1c7b-11e8-aaf0-00163e025669,8
b37ea46e-1c78-11e8-aaf0-00163e025669,4
cbbf0410-1c64-11e8-aaec-00163e025669,17
9a42d70c-1c66-11e8-aaec-00163e025669,17
28cfd681-1c70-11e8-aaf0-00163e025669,5
ec81dbdb-4265-11e8-aaf9-00163e025669,19
83196684-4267-11e8-aaf9-00163e025669,19
c8991ed2-1c6f-11e8-aaef-00163e025669,5
55daf6b7-1c49-11e8-aaec-00163e025669,2
90ea03e7-1c7b-11e8-aaf0-00163e025669,3
5a868a24-1c6f-11e8-aaef-00163e025669,12
e80a208c-1c64-11e8-aaec-00163e025669,17
b7c3f0e5-16a9-11e8-aaec-00163e025669,16
ae985085-1c51-11e8-aaec-00163e025669,6
df9590de-1659-11e8-aaec-00163e025669,7
d00c8d4b-1c6d-11e8-aaec-00163e025669,10
93f5174f-1b89-11e8-aaec-00163e025669,11
85f28c5b-1c6d-11e8-aaec-00163e025669,10
cee3807e-1c77-11e8-aaf0-00163e025669,4
2bc1decf-1c84-11e8-aaf4-00163e025669,9
e1000ae0-1c5a-11e8-aaec-00163e025669,13
17077760-165a-11e8-aaec-00163e025669,7
ea556582-1c6f-11e8-aaef-00163e025669,12
6c64d612-1c6d-11e8-aaec-00163e025669,14
48f1d13b-1c7c-11e8-aaf0-00163e025669,8
cb750087-1c6e-11e8-aaee-00163e025669,5
49cf2b46-1c49-11e8-aaec-00163e025669,2
dbe20fca-1c84-11e8-aaf4-00163e025669,0
d61d10a3-1c67-11e8-aaec-00163e025669,15
fcf110cc-1c53-11e8-aaec-00163e025669,6
352940f8-1c53-11e8-aaec-00163e025669,6
8c59ce56-1c71-11e8-aaf0-00163e025669,12
28c5c438-1c78-11e8-aaf0-00163e025669,4
0155b216-1659-11e8-aaec-00163e025669,7
59f9d4de-1c77-11e8-aaf0-00163e025669,4
da635a76-1c81-11e8-aaf1-00163e025669,9
5aed0793-16aa-11e8-aaec-00163e025669,16
3a9bcc92-1c79-11e8-aaf0-00163e025669,4
a3397602-1c6d-11e8-aaec-00163e025669,5
47ff233c-4266-11e8-aaf9-00163e025669,19
3d0313c9-1c6f-11e8-aaef-00163e025669,12
ae4f23b2-1c6c-11e8-aaec-00163e025669,10
573c9e3c-1c83-11e8-aaf2-00163e025669,0
b105f5b7-1c46-11e8-aaec-00163e025669,2
0b8fbd10-1c5a-11e8-aaec-00163e025669,13
bac79d2a-1c64-11e8-aaec-00163e025669,17
ea883c59-1c88-11e8-aaf5-00163e025669,18
819a3812-1c7c-11e8-aaf0-00163e025669,3
714b15cd-1c65-11e8-aaec-00163e025669,17
01bba2bf-4267-11e8-aaf9-00163e025669,19
bca9fd42-1c80-11e8-aaf1-00163e025669,9
75169d13-4266-11e8-aaf9-00163e025669,19
78c23abf-1c66-11e8-aaec-00163e025669,17
3028ce74-1c86-11e8-aaf5-00163e025669,0
d3f1c0ab-1c6e-11e8-aaee-00163e025669,14
d9cecbd2-1c6e-11e8-aaee-00163e025669,14
f1d4d59f-1c50-11e8-aaec-00163e025669,6
767b0d16-1c6c-11e8-aaec-00163e025669,10
50253632-1c6e-11e8-aaec-00163e025669,5
02f0b444-1c6f-11e8-aaef-00163e025669,10
4c2de1b4-1c67-11e8-aaec-00163e025669,15
88643168-1b8a-11e8-aaec-00163e025669,11
1a3ad8e7-1c83-11e8-aaf2-00163e025669,0
12abbf98-1c5c-11e8-aaec-00163e025669,13
ff714c8e-1c7b-11e8-aaf0-00163e025669,8
3ac200ec-1c6f-11e8-aaef-00163e025669,12
f624faf0-1c59-11e8-aaec-00163e025669,13
a694f174-1c6e-11e8-aaee-00163e025669,10
22f0f90a-1c79-11e8-aaf0-00163e025669,4
93da98f3-1c78-11e8-aaf0-00163e025669,4
58b04956-1c8a-11e8-aaf7-00163e025669,18
194f2789-1c70-11e8-aaf0-00163e025669,5
35bfabcd-4266-11e8-aaf9-00163e025669,19
49188ff2-1c48-11e8-aaec-00163e025669,2
111d6331-1c7e-11e8-aaf1-00163e025669,3
46c287be-1c78-11e8-aaf0-00163e025669,4
eea87814-1c82-11e8-aaf2-00163e025669,9
55b8dd31-1c7e-11e8-aaf1-00163e025669,3
0cf158f8-1c7a-11e8-aaf0-00163e025669,4
a4339d79-1c48-11e8-aaec-00163e025669,2
ad5eff45-1c6d-11e8-aaec-00163e025669,5
ccc4672f-1c70-11e8-aaf0-00163e025669,5
bab60007-1c78-11e8-aaf0-00163e025669,4
375d2a81-1c6f-11e8-aaef-00163e025669,14
75f9af4f-1c78-11e8-aaf0-00163e025669,4
126e24ce-4267-11e8-aaf9-00163e025669,19
f9c7715a-1c85-11e8-aaf5-00163e025669,0
c70cb414-1c3f-11e8-aaec-00163e025669,1
62a14990-1c64-11e8-aaec-00163e025669,17
0f5bfc69-1c70-11e8-aaef-00163e025669,14
2998862b-1c6e-11e8-aaec-00163e025669,12
81c35854-1c6e-11e8-aaee-00163e025669,14
487f459a-1c52-11e8-aaec-00163e025669,6
5b6b99c1-1c7e-11e8-aaf1-00163e025669,8
7eec8cb0-1657-11e8-aaec-00163e025669,7
2d204186-1c67-11e8-aaec-00163e025669,15
1df26116-1c6f-11e8-aaef-00163e025669,10
48116918-1c6f-11e8-aaef-00163e025669,14
535fef16-1c6e-11e8-aaec-00163e025669,14
12c4341e-1c5a-11e8-aaec-00163e025669,13
b2718b51-1c77-11e8-aaf0-00163e025669,4
255472fa-1c7e-11e8-aaf1-00163e025669,8
81d74e4c-1c6f-11e8-aaef-00163e025669,14
518a0b57-1c8a-11e8-aaf7-00163e025669,18
2ac85c4b-1c7e-11e8-aaf1-00163e025669,8
4b355590-1c77-11e8-aaf0-00163e025669,4
64161ac0-1c83-11e8-aaf2-00163e025669,0
d0f293cc-16a9-11e8-aaec-00163e025669,16
bf8051f6-1659-11e8-aaec-00163e025669,7
e62a2911-1c64-11e8-aaec-00163e025669,17
cd4f8563-1c68-11e8-aaec-00163e025669,15
2584507d-1c47-11e8-aaec-00163e025669,2
47008703-1c83-11e8-aaf2-00163e025669,0
a61fcb04-1c6e-11e8-aaee-00163e025669,5
f3e24959-1c51-11e8-aaec-00163e025669,6
9f43a212-1c53-11e8-aaec-00163e025669,6
51f648d5-1c85-11e8-aaf5-00163e025669,0
a267bb0c-4266-11e8-aaf9-00163e025669,19
53694823-1c64-11e8-aaec-00163e025669,17
ff3f31fb-1c6b-11e8-aaec-00163e025669,10
ee3b069a-1c7c-11e8-aaf0-00163e025669,3
2072d852-1c84-11e8-aaf4-00163e025669,9
86f7748c-1c3e-11e8-aaec-00163e025669,1
1a9a6f22-1c81-11e8-aaf1-00163e025669,9
a3a61fb9-1c64-11e8-aaec-00163e025669,17
9221f5c6-4265-11e8-aaf9-00163e025669,19
93bf3a16-1c6f-11e8-aaef-00163e025669,14
04eb975c-1c40-11e8-aaec-00163e025669,1
9e628045-1c70-11e8-aaf0-00163e025669,5
a323c303-1c3d-11e8-aaec-00163e025669,1
3877d899-1c3d-11e8-aaec-00163e025669,1
1f7dfe65-1c7c-11e8-aaf0-00163e025669,8
cc7c4185-16aa-11e8-aaec-00163e025669,16
002f2c63-1c69-11e8-aaec-00163e025669,15
890bbcce-1c70-11e8-aaf0-00163e025669,12
3d0313c8-1c6f-11e8-aaef-00163e025669,12
c4cdbdf4-16ab-11e8-aaec-00163e025669,16
2147e228-1c68-11e8-aaec-00163e025669,15
c836e994-1c6f-11e8-aaef-00163e025669,12
62e89a7e-1c83-11e8-aaf2-00163e025669,0
5a3aad4e-1c69-11e8-aaec-00163e025669,15
e57dd79e-1c6d-11e8-aaec-00163e025669,10
36cbebbc-1c7c-11e8-aaf0-00163e025669,8
d2eae697-1c6e-11e8-aaee-00163e025669,5
973a9067-1c6d-11e8-aaec-00163e025669,14
842dcc1c-1c82-11e8-aaf2-00163e025669,9
87bde9ab-1c48-11e8-aaec-00163e025669,2
9efc9534-1c82-11e8-aaf2-00163e025669,9
bdde5bc1-1c6e-11e8-aaee-00163e025669,10
5c1c6422-1c6e-11e8-aaec-00163e025669,5
ba00c4f8-1c83-11e8-aaf3-00163e025669,9
aed7d2a6-1c6d-11e8-aaec-00163e025669,10
0470c241-1c82-11e8-aaf2-00163e025669,9
159001bc-1c6e-11e8-aaec-00163e025669,12
f8ad320e-1c6f-11e8-aaef-00163e025669,14
a76c3c02-1c84-11e8-aaf4-00163e025669,0
3d5b79e7-1c83-11e8-aaf2-00163e025669,0
1e152d91-1c6d-11e8-aaec-00163e025669,10
01095bff-16aa-11e8-aaec-00163e025669,16
3e32ec09-1c6c-11e8-aaec-00163e025669,10
1069811f-1c7c-11e8-aaf0-00163e025669,8
8207f17a-1c6d-11e8-aaec-00163e025669,10
31541d6c-1c47-11e8-aaec-00163e025669,2
1d48ee8e-1c71-11e8-aaf0-00163e025669,12
abb1525a-1c77-11e8-aaf0-00163e025669,4
8eb5fbb1-1c77-11e8-aaf0-00163e025669,4
53195381-1c78-11e8-aaf0-00163e025669,4
5672f29b-1c53-11e8-aaec-00163e025669,6
2ab7b33e-1c8a-11e8-aaf7-00163e025669,18
23397c0e-1c65-11e8-aaec-00163e025669,17
491ad750-1c6e-11e8-aaec-00163e025669,10
fd767c7e-1c6c-11e8-aaec-00163e025669,10
e6c54677-1c77-11e8-aaf0-00163e025669,4
df1cbc15-1c50-11e8-aaec-00163e025669,6
8f7ab857-1c7c-11e8-aaf0-00163e025669,8
024c6f5c-1659-11e8-aaec-00163e025669,7
d5050f85-1c6d-11e8-aaec-00163e025669,10
81ed7c31-1c49-11e8-aaec-00163e025669,2
51f3c8c9-1c78-11e8-aaf0-00163e025669,4
8cadbe40-1c70-11e8-aaf0-00163e025669,12
8a9aa2ac-1c64-11e8-aaec-00163e025669,17
1531748b-1c5a-11e8-aaec-00163e025669,13
be306ceb-1c83-11e8-aaf3-00163e025669,0
7461223d-1658-11e8-aaec-00163e025669,7
ec4a2c41-1c65-11e8-aaec-00163e025669,17
33e5892a-1c7d-11e8-aaf0-00163e025669,3
c8c4227c-1c7d-11e8-aaf1-00163e025669,3
b5b14434-1c6f-11e8-aaef-00163e025669,5
148917cb-1658-11e8-aaec-00163e025669,7
b6bb8409-1c50-11e8-aaec-00163e025669,6
637631f4-1c6f-11e8-aaef-00163e025669,5
4e3b5b96-1c83-11e8-aaf2-00163e025669,9
e43bf1d8-1c84-11e8-aaf4-00163e025669,0
8d4fd1c0-1c64-11e8-aaec-00163e025669,17
7cf8b353-4267-11e8-aaf9-00163e025669,19
6cc57fda-1c6a-11e8-aaec-00163e025669,15
767546fa-1c7e-11e8-aaf1-00163e025669,3
e92f1cc1-1c6d-11e8-aaec-00163e025669,5
d1a33065-1c7c-11e8-aaf0-00163e025669,8
f9633556-1c52-11e8-aaec-00163e025669,6
b0a8f09a-1c6c-11e8-aaec-00163e025669,10
7e5b7a52-1c67-11e8-aaec-00163e025669,15
477f4778-1c69-11e8-aaec-00163e025669,15
39300d53-1c8b-11e8-aaf9-00163e025669,18
642f8ba9-1c7d-11e8-aaf1-00163e025669,8
f54e82dc-1c47-11e8-aaec-00163e025669,2
c2f28cae-1c65-11e8-aaec-00163e025669,17
b69efd13-1c49-11e8-aaec-00163e025669,2
51ebdcf6-1c77-11e8-aaf0-00163e025669,4
c8110944-1b8a-11e8-aaec-00163e025669,11
ff8fa084-1c47-11e8-aaec-00163e025669,2
3c39fa43-1c51-11e8-aaec-00163e025669,6
059fc843-1c7c-11e8-aaf0-00163e025669,8
242f846c-1c85-11e8-aaf5-00163e025669,0
f7639a58-1c6f-11e8-aaef-00163e025669,14
86f05a31-1c66-11e8-aaec-00163e025669,17
b79c2514-1c49-11e8-aaec-00163e025669,2
974533cf-1c70-11e8-aaf0-00163e025669,12
0c6340bc-1c5b-11e8-aaec-00163e025669,13
878b8e87-1c6d-11e8-aaec-00163e025669,14
03dab67c-1c5c-11e8-aaec-00163e025669,13
398da87f-1c70-11e8-aaf0-00163e025669,5
4eaf0585-4265-11e8-aaf9-00163e025669,19
229a50e0-1c6d-11e8-aaec-00163e025669,10
4a99d3ac-1c6d-11e8-aaec-00163e025669,10
6846e6d0-1c81-11e8-aaf1-00163e025669,9
789e8bda-1c40-11e8-aaec-00163e025669,1
39b111c2-1c3d-11e8-aaec-00163e025669,1
62330614-1c7e-11e8-aaf1-00163e025669,3
160befa0-16aa-11e8-aaec-00163e025669,16
cfc6be00-1c7c-11e8-aaf0-00163e025669,3
7b158332-1c6a-11e8-aaec-00163e025669,15
1a73b88c-1c6f-11e8-aaef-00163e025669,14
8c0a57bd-1c6f-11e8-aaef-00163e025669,5
bd4d9d08-1c6e-11e8-aaee-00163e025669,14
79bcbbc8-1c71-11e8-aaf0-00163e025669,12
fc87f015-1c52-11e8-aaec-00163e025669,6
c50e5395-1c3e-11e8-aaec-00163e025669,1
bf8ad8ba-1c3f-11e8-aaec-00163e025669,1
ff99ea5a-1c7c-11e8-aaf0-00163e025669,8
7db6b427-1c77-11e8-aaf0-00163e025669,4
bcc412e8-1c78-11e8-aaf0-00163e025669,4
bd012bfa-1c5b-11e8-aaec-00163e025669,13
30f88681-1c51-11e8-aaec-00163e025669,6
cbbb687b-1c3f-11e8-aaec-00163e025669,1
7562e4ea-1c81-11e8-aaf1-00163e025669,9
58e08780-1c47-11e8-aaec-00163e025669,2
dc6828a4-1c3f-11e8-aaec-00163e025669,1
57f1c522-1c64-11e8-aaec-00163e025669,17
dfee271e-1c7c-11e8-aaf0-00163e025669,8
2d9d42cc-1658-11e8-aaec-00163e025669,7
818a4fc9-1c3f-11e8-aaec-00163e025669,1
8601a394-1c6e-11e8-aaee-00163e025669,10
b1335b6f-1c50-11e8-aaec-00163e025669,6
3dd37671-1c70-11e8-aaf0-00163e025669,14
41366db5-1c6c-11e8-aaec-00163e025669,10
82a5ca0e-1c53-11e8-aaec-00163e025669,6
a66c3077-1c6d-11e8-aaec-00163e025669,14
0e56e560-1c83-11e8-aaf2-00163e025669,0
b234cd78-1c6d-11e8-aaec-00163e025669,5
7fe9ea2c-1c5b-11e8-aaec-00163e025669,13
c75b3648-1c53-11e8-aaec-00163e025669,11
7d709d5e-1c6a-11e8-aaec-00163e025669,15
f7c552a7-1c84-11e8-aaf4-00163e025669,0
0470c240-1c82-11e8-aaf2-00163e025669,9
bc1e5362-1c70-11e8-aaf0-00163e025669,5
f864d644-1c47-11e8-aaec-00163e025669,2
1490b3e8-1c8a-11e8-aaf6-00163e025669,18
d65535dc-1c6d-11e8-aaec-00163e025669,5
183b0cb8-1c84-11e8-aaf4-00163e025669,0
f65dcfda-4266-11e8-aaf9-00163e025669,19
